player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Amen Ogbongbemiga,42449,LB,CHI,4,0,6,0,0,0,0,0,0,100,1,1,100,1,1,0,0,7.7,1,13,1,100,0,0,0,0,0,0,0,,0,0,0,1,1,0
Cam Taylor-Britt,83326,CB,CIN,17,0,7,0,0,0,0,0,0,50,1,1,100,1,1,0,0,0.3,2,599,1,50,0,0,0,0,50,1,0,0,0,0,0,1,1,0
Marshon Lattimore,11766,CB,WAS,12,0,32,0,2,0,0,1,0,50,1,1,50,0,0,0,0,0.5,2,394,2,50,0,0,1,0,50,1,1,50,0,0,0,0,0,0
Chris Lammons,49368,CB,IND,5,0,14,0,0,0,0,0,0,100,2,1,50,1,1,0,0,3,2,66,1,50,0,0,0,0,0,0,0,,0,0,0,1,1,0
Mark Robinson,55265,LB,PIT,2,0,25,0,1,0,0,1,0,100,1,1,50,0,0,0,0,25,1,4,1,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
Desmond King II,11906,CB,BLT,2,0,3,0,1,0,0,1,0,100,1,1,50,0,0,0,0,6.7,1,15,1,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
Matthew Adams,38526,LB,NYG,1,0,21,0,1,0,0,0,0,0,0,0,,0,0,0,1,100,1,1,1,50,0,0,1,1,100,1,1,50,0,0,0,0,0,0
Juan Thornhill,50426,S,CLV,11,0,8,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.4,1,234,1,50,0,1,0,0,100,1,1,50,0,0,0,0,0,0
Joe Giles-Harris,39382,LB,JAX,2,0,15,1,0,0,0,0,0,0,0,0,,0,0,0,0,11.1,1,9,1,50,0,1,0,0,100,1,1,50,0,0,0,0,0,0
L'Jarius Sneed,40588,CB,TEN,5,0,31,0,1,0,0,0,0,0,0,0,,0,0,0,1,0.6,1,156,1,50,0,0,1,1,100,1,1,50,0,0,0,0,0,0
Nate Wiggins,144143,CB,BLT,17,0,3,1,1,0,1,1,0,100,2,2,50,0,0,0,0,0.4,2,512,2,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jarius Monroe,103580,S,NYJ,2,0,22,0,1,0,0,1,0,100,1,1,50,0,0,0,0,9.1,1,11,1,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
Cam Hart,102955,CB,LAC,12,0,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.3,1,338,1,50,0,1,0,0,100,1,1,50,0,0,0,0,0,0
Darrick Forrest,55087,S,WAS,5,0,32,0,1,0,0,1,1,100,1,1,50,0,0,0,1,2.6,1,38,1,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
A.J. Terrell,55586,CB,ATL,17,0,2,0,1,0,0,1,0,100,1,1,50,0,0,0,0,0.2,1,635,1,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
Paulson Adebo,52280,CB,NO,7,0,20,1,1,0,1,1,0,100,2,2,50,0,0,0,0,0.8,2,262,2,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
Ahkello Witherspoon,11821,CB,LA,15,0,26,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.6,2,354,1,50,0,0,0,0,100,2,1,50,1,1,0,1,1,0
J.T. Gray,51495,S,NO,6,0,20,0,1,0,0,1,0,100,1,1,50,0,0,0,0,3.7,1,27,1,50,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jaycee Horn,83375,CB,CAR,15,0,5,0,1,0,0,0,0,66.7,4,2,50,2,2,0,0,1.2,6,511,3,41.7,0,0,1,0,33.3,2,1,25,0,0,0,2,2,0
Coby Bryant,55088,S,SEA,15,0,29,2,3,0,1,1,0,50,3,2,33.3,0,0,0,0,1.3,6,465,5,41.7,0,1,2,0,50,3,3,50,0,0,0,0,0,0
Cobie Durant,79126,CB,LA,16,0,26,1,0,0,0,0,0,66.7,4,2,50,2,2,0,0,1.3,6,465,3,41.7,0,1,0,0,33.3,2,1,25,0,0,0,2,2,0
Christian Benford,79181,CB,BUF,18,0,4,0,1,0,0,1,0,50,2,1,25,0,0,0,0,0.6,4,618,2,37.5,0,0,0,0,50,2,1,50,1,1,0,1,1,0
Ja'Marcus Ingram,55738,CB,BUF,14,0,4,0,1,0,0,0,0,25,1,0,0,0,0,0,0,2.7,4,150,2,37.5,0,0,1,0,75,3,2,50,1,1,0,1,1,0
Riley Moss,83259,CB,DEN,15,0,10,0,3,0,0,2,0,50,2,2,50,0,0,0,0,0.7,4,536,3,37.5,0,0,1,0,50,2,1,25,0,0,0,0,0,0
Ifeatu Melifonwu,56203,S,DET,4,0,11,2,3,0,0,1,1,30,3,1,16.7,0,0,0,1,7.8,10,129,6,35,0,2,2,0,70,7,5,42.9,1,1,0,1,1,0
Damone Clark,81282,LB,DAL,6,0,9,0,0,0,0,0,0,33.3,1,0,0,0,0,0,0,4.8,3,62,1,33.3,0,0,0,0,66.7,2,1,50,1,1,0,1,1,0
Artie Burns,10659,CB,SEA,2,0,29,0,2,0,0,1,0,66.7,2,1,25,0,0,0,0,7.7,3,39,2,33.3,0,0,1,0,33.3,1,1,50,0,0,0,0,0,0
Jason Pinnock,56144,S,NYG,16,0,21,0,4,0,0,2,0,42.9,6,3,33.3,1,1,0,0,2.8,15,537,7,33.3,0,0,2,0,57.1,8,4,37.5,2,2,0,3,3,0
Drew Sanders,123933,LB,DEN,4,0,10,0,0,0,0,0,0,66.7,2,1,50,1,1,0,0,21.4,3,14,1,33.3,0,0,0,0,33.3,1,0,0,0,0,0,1,1,0
Jaquan Brisker,101665,S,CHI,5,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.8,3,164,1,33.3,0,0,0,0,100,3,1,33.3,1,1,0,1,1,0
Joshua Williams,156083,CB,KC,12,0,16,0,0,0,0,0,0,33.3,1,0,0,0,0,0,0,1.1,3,267,1,33.3,0,0,0,0,66.7,2,1,50,1,1,0,1,1,0
Winston Reid,63354,LB,CLV,9,0,8,0,2,0,0,0,0,60,3,1,33.3,1,0,0,1,11.8,6,51,3,33.3,0,0,2,1,40,2,2,50,0,0,0,1,0,0
Nazeeh Johnson,42553,CB,KC,18,0,16,0,3,0,0,2,0,55.6,5,3,40,1,1,0,0,2.6,9,346,4,27.8,0,0,1,0,44.4,4,1,12.5,0,0,0,1,1,0
Alontae Taylor,83469,CB,NO,17,0,20,1,3,0,1,1,1,46.2,12,4,25,2,2,0,2,4.1,26,633,9,26.9,0,0,2,1,53.8,14,5,28.6,3,2,0,5,4,0
Mike Brown,56054,S,TEN,10,0,31,0,1,0,0,1,0,100,2,1,25,0,0,0,0,1,2,204,1,25,0,0,0,0,0,0,0,,0,0,0,0,0,0
Elijah Campbell,49190,S,MIA,11,0,17,0,1,0,0,1,0,100,2,1,25,0,0,0,0,3.9,2,51,1,25,0,0,0,0,0,0,0,,0,0,0,0,0,0
Andrew Wingard,49268,S,JAX,5,0,15,0,1,0,0,1,1,100,2,1,25,0,0,0,1,1.6,2,122,1,25,0,0,0,0,0,0,0,,0,0,0,0,0,0
Kevin Byard,10698,S,CHI,17,0,6,0,1,0,0,1,0,30,3,2,50,1,1,0,0,1.8,10,559,3,25,0,0,0,0,70,7,1,14.3,1,1,0,2,2,0
Marcus Maye,11794,S,LAC,11,0,27,1,2,0,1,2,0,83.3,5,3,30,0,0,0,0,2.7,6,226,3,25,0,0,0,0,16.7,1,0,0,0,0,0,0,0,0
Nick Hampton,81162,ED,LA,3,0,26,0,1,0,0,0,0,50,1,0,0,0,0,0,0,66.7,2,3,1,25,0,0,1,0,50,1,1,50,0,0,0,0,0,0
Brandon Stephens,45644,CB,BLT,19,0,3,0,0,0,0,0,0,50,2,1,50,1,1,0,0,0.6,4,727,1,25,0,0,0,0,50,2,0,0,0,0,0,1,1,0
Ashtyn Davis,49560,S,NYJ,13,0,22,0,3,0,0,2,0,50,3,2,33.3,0,0,0,0,4.1,6,148,3,25,0,0,1,0,50,3,1,16.7,0,0,0,0,0,0
Mike Jackson,50437,CB,CAR,17,0,5,0,1,0,0,1,0,100,2,1,25,0,0,0,0,0.3,2,594,1,25,0,0,0,0,0,0,0,,0,0,0,0,0,0
Quentin Lake,56245,S,LA,19,0,26,1,9,0,0,8,1,66.7,16,8,25,0,0,0,1,3.6,24,672,11,25,0,1,1,0,33.3,8,3,25,1,1,0,1,1,0
Quandre Diggs,9633,S,TEN,8,0,31,0,1,0,0,0,0,50,1,0,0,0,0,0,0,0.9,2,225,1,25,0,0,1,0,50,1,1,50,0,0,0,0,0,0
Eddie Jackson,11867,S,LAC,12,0,27,1,0,0,1,0,1,50,1,1,50,0,0,0,1,0.7,2,276,1,25,0,0,0,0,50,1,0,0,0,0,0,0,0,0
Johnathan Abram,34646,S,NO,3,0,20,0,2,0,0,1,0,50,2,1,25,0,0,0,1,6.6,4,61,2,25,0,0,1,1,50,2,1,25,0,0,0,0,0,0
Keisean Nixon,56167,CB,GB,18,0,12,1,1,0,1,1,0,61.5,8,3,25,1,1,0,0,2,13,639,4,23.1,0,0,0,0,38.5,5,1,20,1,1,0,2,2,0
Antonio Johnson,124326,S,JAX,17,0,15,1,4,0,1,1,1,45.5,5,2,20,0,0,0,1,2.6,11,422,5,22.7,0,0,3,0,54.5,6,3,25,0,0,1,0,0,1
Marte Mapu,56159,S,NE,10,0,19,0,2,0,0,1,0,33.3,3,1,16.7,0,0,0,0,3.6,9,253,3,22.2,0,0,1,0,66.7,6,2,25,1,1,0,1,1,0
Shaq Lawson,10653,ED,CAR,1,0,5,0,3,0,0,2,0,28.6,2,2,50,0,0,0,0,100,7,7,3,21.4,0,0,1,0,71.4,5,1,10,0,0,0,0,0,0
Ja'Whaun Bentley,50966,LB,NE,2,0,19,0,1,0,0,0,0,71.4,5,0,0,0,0,0,0,16.3,7,43,2,21.4,0,0,1,0,28.6,2,2,75,1,0,0,1,0,0
Donovan Wilson,49408,S,DAL,17,0,9,1,7,0,0,5,0,58.5,24,9,27.1,4,4,0,1,7.6,42,552,13,21.4,0,1,1,1,41.5,17,3,11.8,1,2,1,5,6,1
D'Anthony Bell,111578,S,CLV,3,0,8,1,2,0,1,2,0,100,7,3,21.4,0,0,0,0,18.9,7,37,3,21.4,0,0,0,0,0,0,0,,0,0,0,0,0,0
D.J. Reed,26940,CB,NYJ,14,0,22,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.1,5,461,1,20,0,0,0,0,100,5,1,20,1,1,0,1,1,0
Tariq Woolen,61790,CB,SEA,15,0,29,1,1,0,1,1,0,60,3,2,33.3,0,0,0,0,1,5,520,2,20,0,0,0,0,40,2,0,0,0,0,0,0,0,0
Jarvis Brownlee Jr.,99734,CB,TEN,17,0,31,0,2,0,0,1,1,60,3,1,16.7,0,0,0,1,1,5,482,2,20,0,0,1,0,40,2,1,25,0,0,0,0,0,0
Jake Hummel,57879,LB,LA,6,0,26,0,2,0,0,2,0,80,4,2,25,0,0,0,0,10.9,5,46,2,20,0,0,0,0,20,1,0,0,0,0,0,0,0,0
Dell Pettus,97290,S,NE,14,0,19,0,0,0,0,0,0,60,3,0,0,0,0,0,0,2.5,5,201,1,20,0,0,0,0,40,2,1,50,1,1,0,1,1,0
Cooper DeJean,144867,CB,PHI,18,0,24,0,3,0,0,1,0,46.2,6,2,25,1,1,0,1,2.3,13,575,4,19.2,0,0,2,1,53.8,7,2,14.3,0,0,0,1,1,0
Eric Wilson,38587,LB,GB,17,0,12,2,5,0,0,4,0,38.5,10,4,20,0,0,0,0,9.8,29,296,9,19,0,1,1,0,61.5,16,4,18.8,2,2,0,2,2,0
Budda Baker,11791,S,ARZ,17,0,1,1,8,0,0,2,0,45.5,15,3,13.3,1,1,0,2,5.7,35,612,11,18.6,0,1,6,2,54.5,18,8,25,1,1,0,2,2,0
Devin Lloyd,58238,LB,JAX,16,0,15,1,5,0,1,1,0,34.8,8,4,37.5,2,2,1,1,5.9,27,455,8,18.5,0,0,2,1,65.2,15,2,6.7,0,0,1,2,2,2
Xavier McKinney,55775,S,GB,18,0,12,0,3,0,0,1,0,30.8,4,1,12.5,0,0,0,0,2.1,14,654,4,17.9,0,0,2,0,69.2,9,3,22.2,1,2,1,1,2,1
Geno Stone,55967,S,CIN,17,0,7,4,2,0,2,2,0,75,12,4,16.7,0,0,0,0,2.7,17,635,6,17.6,0,2,0,0,25,4,2,25,0,0,0,0,0,0
Brian Branch,123907,S,DET,17,0,11,4,6,0,3,3,0,64.7,22,6,13.6,0,0,0,1,5.6,34,603,11,17.6,0,1,3,1,35.3,12,5,25,1,1,0,1,1,0
Antoine Winfield Jr.,42475,S,TB,10,0,30,2,6,0,0,3,0,41.2,14,4,17.9,1,1,0,0,9.5,34,359,10,17.6,0,2,3,0,58.8,20,6,17.5,1,2,2,2,3,2
Ja'Sir Taylor,55426,CB,LAC,14,0,27,1,3,0,1,1,0,58.3,7,2,14.3,0,0,0,0,4.5,12,265,4,16.7,0,0,2,0,41.7,5,2,20,0,0,0,0,0,0
Cole Bishop,146454,S,BUF,13,0,4,0,2,0,0,2,0,33.3,2,2,50,0,0,0,0,2.3,6,263,2,16.7,0,0,0,0,66.7,4,0,0,0,0,0,0,0,0
Jeremiah Trotter Jr.,144142,LB,PHI,7,0,24,0,0,0,0,0,0,20,1,0,0,0,0,0,0,10.3,6,58,1,16.7,0,0,0,0,80,4,1,25,1,1,0,1,1,0
Christian Gonzalez,131679,CB,NE,16,0,19,1,0,0,0,0,0,66.7,2,0,0,0,0,0,0,0.6,3,526,1,16.7,0,1,0,0,33.3,1,1,50,0,0,0,0,0,0
Tarheeb Still,129537,CB,LAC,15,0,27,0,0,0,0,0,0,50,3,1,33.3,1,1,0,0,1.2,6,501,1,16.7,0,0,0,0,50,3,0,0,0,0,0,1,1,0
Natrone Brooks,121449,CB,ATL,5,0,2,1,0,0,0,0,0,33.3,1,0,0,0,0,0,0,10.7,3,28,1,16.7,0,1,0,0,66.7,2,1,25,0,0,0,0,0,0
Kyle Hamilton,102684,S,BLT,19,0,3,4,6,0,3,3,0,52.5,21,6,14.3,0,0,0,0,5.9,42,714,12,16.7,0,1,3,0,47.5,19,5,15.8,1,1,0,2,2,0
Garrett Williams,99723,CB,ARZ,16,0,1,0,3,0,0,2,0,22.2,2,2,50,0,0,0,0,1.8,9,496,3,16.7,0,0,1,0,77.8,7,1,7.1,0,0,0,0,0,0
Khalid Duke,99387,ED,TEN,1,0,31,1,0,0,0,0,0,0,0,0,,0,0,0,0,100,3,3,1,16.7,0,1,0,0,100,3,1,16.7,0,0,0,0,0,0
Kaiir Elam,98693,CB,BUF,9,0,4,0,1,0,0,1,0,66.7,2,1,25,0,0,0,0,1.4,3,215,1,16.7,0,0,0,0,33.3,1,0,0,0,0,0,0,0,0
Denzel Perryman,9481,LB,LAC,12,0,27,2,2,0,1,2,0,55.6,10,3,15,0,0,0,0,10.1,18,178,5,16.7,0,1,0,0,44.4,8,2,18.8,1,1,0,1,1,0
Pat Surtain II,83119,CB,DEN,17,0,10,0,1,0,0,1,0,33.3,1,1,50,0,0,0,0,0.5,3,632,1,16.7,0,0,0,0,66.7,2,0,0,0,0,0,0,0,0
Dyontae Johnson,77568,LB,NYG,1,0,21,0,1,0,0,1,0,100,3,1,16.7,0,0,0,0,14.3,3,21,1,16.7,0,0,0,0,0,0,0,,0,0,0,0,0,0
Caleb Farley,61803,CB,CAR,6,0,5,0,1,0,0,1,0,66.7,2,1,25,0,0,0,0,3.2,3,93,1,16.7,0,0,0,0,33.3,1,0,0,0,0,0,0,0,0
Josh Blackwell,55589,CB,CHI,6,0,6,0,2,0,0,0,0,50,3,0,0,0,0,0,1,7.5,6,80,2,16.7,0,0,2,1,50,3,2,33.3,0,0,0,0,0,0
Denzel Ward,49558,CB,CLV,16,0,8,1,0,0,1,0,0,100,3,1,16.7,0,0,0,0,0.7,3,423,1,16.7,0,0,0,0,0,0,0,,0,0,0,0,0,0
Raekwon McMillan,11809,LB,TEN,8,0,31,0,2,0,0,1,0,33.3,2,1,25,0,0,0,0,5,6,121,2,16.7,0,0,1,0,66.7,4,1,12.5,0,0,0,0,0,0
Omar Speights,97723,LB,LA,12,0,26,0,4,0,0,3,1,68.4,13,4,19.2,1,1,0,1,7.8,19,245,5,15.8,0,0,1,0,31.6,6,1,8.3,0,0,0,1,1,0
Chamarri Conner,76662,CB,KC,18,0,16,5,3,0,0,0,0,28.9,11,1,9.1,1,1,0,0,8,38,476,10,15.8,0,5,3,0,71.1,27,9,18.5,1,1,0,2,2,0
Kaden Elliss,51485,LB,ATL,17,0,2,12,24,0,6,13,1,54.3,75,23,18,4,4,0,3,22.9,147,641,41,15.6,0,6,8,2,45.7,63,15,12.7,1,2,1,5,6,1
Junior Colson,124827,LB,LAC,11,0,27,1,3,0,0,1,1,50,5,1,10,0,0,0,1,9.7,13,134,4,15.4,0,1,1,0,50,5,2,20,0,0,0,0,0,0
Marlon Humphrey,11771,CB,BLT,18,1,3,4,6,1,2,2,2,46.2,18,5,16.7,1,1,0,2,6.2,39,625,11,15.4,0,2,4,0,53.8,21,6,14.3,0,1,2,1,2,2
Beanie Bishop Jr.,83459,CB,PIT,17,0,25,0,2,0,0,2,0,61.5,8,2,12.5,0,0,0,0,3.7,13,355,3,15.4,0,0,0,0,38.5,5,1,20,1,1,0,1,1,0
Jack Gibbens,57662,LB,TEN,8,0,31,0,1,0,0,1,0,50,4,2,37.5,1,0,0,0,7.7,10,130,2,15,0,0,0,0,50,4,0,0,0,0,0,1,0,1
Isaiah Oliver,50393,S,NYJ,17,0,22,1,3,0,1,3,1,50,10,4,20,0,0,0,1,6,20,331,5,15,0,0,0,0,50,10,1,10,1,1,0,1,1,0
Christian Roland-Wallace,97374,CB,KC,9,0,16,2,4,0,1,2,0,60,12,3,12.5,0,0,1,0,14.2,20,141,6,15,0,1,2,0,40,8,3,18.8,0,0,0,0,0,1
Tyrice Knight,122025,LB,SEA,12,0,29,2,5,0,0,4,0,67.6,23,4,8.7,0,0,0,0,12.6,37,294,9,14.9,0,2,1,0,32.4,11,3,13.6,0,0,0,2,2,0
Aidan Hutchinson,82330,ED,DET,5,0,11,8,29,0,6,22,1,70,126,35,16.7,7,7,0,2,97.3,180,185,45,14.7,0,2,7,1,30,54,10,10.2,1,1,0,8,8,0
Jordyn Brooks,50851,LB,MIA,17,0,17,3,14,0,1,9,1,52.9,37,12,18.9,2,2,0,1,11.8,72,608,19,14.6,0,1,5,0,47.1,33,6,9.1,0,0,0,2,2,0
Edgerrin Cooper,124311,LB,GB,15,0,12,3,4,0,0,2,0,57.8,26,4,11.5,2,1,0,2,16.7,52,312,11,14.4,0,2,2,2,42.2,19,5,15.8,1,1,0,4,3,0
Kamari Lassiter,146727,CB,HST,16,0,13,0,2,0,0,0,0,28.6,2,0,0,0,0,0,1,1.3,7,528,2,14.3,0,0,2,1,71.4,5,2,20,0,0,0,0,0,0
Jack Sanborn,82566,LB,CHI,16,0,6,2,2,0,0,0,0,52.4,11,1,9.1,1,1,0,0,26.6,21,79,5,14.3,0,2,2,0,47.6,10,4,20,0,0,0,1,1,0
Devin White,43089,LB,HST,7,0,13,0,4,0,0,2,1,38.5,5,2,20,0,0,0,2,13.6,14,103,4,14.3,0,0,2,1,61.5,8,2,12.5,0,0,0,0,0,0
Kamren Curl,55800,S,LA,18,0,26,0,6,0,0,2,0,48.1,13,2,7.7,0,0,0,0,4.5,28,619,7,14.3,0,0,4,0,51.9,14,4,14.3,0,0,0,1,1,0
Daryl Worley,10711,S,TEN,8,0,31,0,2,0,0,0,0,28.6,2,0,0,0,0,0,1,3.1,7,224,2,14.3,0,0,2,1,71.4,5,2,20,0,0,0,0,0,0
Jeremiah Owusu-Koramoah,58089,LB,CLV,8,0,8,0,9,0,0,7,1,52,26,9,21.2,2,2,0,2,21.5,53,247,12,14.2,0,0,2,1,48,24,3,8.3,1,1,1,3,3,1
P.J. Locke,51189,S,DEN,16,0,10,0,4,0,0,0,0,10.7,3,0,0,0,0,0,0,4.4,29,660,6,13.8,0,0,4,0,89.3,25,6,16,2,1,0,2,1,0
Derwin James Jr.,51368,S,LAC,17,0,27,0,9,0,0,4,1,55.8,43,7,11.6,3,2,0,2,12.3,77,627,15,13.6,0,0,5,1,44.2,34,8,16.2,3,3,0,6,5,0
Amani Hooker,51378,S,TEN,14,0,31,1,2,0,1,2,0,81.8,9,3,16.7,0,0,0,0,2.5,11,447,3,13.6,0,0,0,0,18.2,2,0,0,0,0,0,0,0,0
Khalid Kareem,42993,ED,ATL,2,0,2,0,3,0,0,3,0,81.8,9,3,16.7,0,0,0,0,78.6,11,14,3,13.6,0,0,0,0,18.2,2,0,0,0,0,0,0,0,0
Zaire Franklin,49834,LB,IND,17,0,14,1,10,0,1,4,2,67.6,25,6,14,1,1,0,2,7.8,48,612,12,13.5,0,0,3,0,32.4,12,3,12.5,0,0,0,1,1,0
Dane Belton,101398,S,NYG,14,0,21,0,2,0,0,2,0,46.7,7,3,28.6,1,1,0,0,5.8,15,260,3,13.3,0,0,0,0,53.3,8,0,0,0,0,0,1,1,0
Jalen Ramsey,10639,CB,MIA,17,1,17,2,8,1,1,7,2,66.7,30,9,16.7,1,1,0,3,7.4,45,612,11,13.3,0,1,1,1,33.3,15,2,6.7,0,0,0,1,1,0
Jalen Thompson,49116,S,ARZ,15,0,1,2,3,0,1,1,0,63.2,12,2,8.3,0,0,0,0,3.5,19,536,5,13.2,0,1,2,0,36.8,7,3,21.4,0,0,0,0,0,0
Trent McDuffie,72191,CB,KC,19,0,16,3,3,0,1,2,0,52.2,12,3,12.5,0,0,0,0,3.2,23,719,6,13,0,2,1,0,47.8,11,3,13.6,0,0,0,0,0,0
DeMarvion Overshown,76729,LB,DAL,13,0,9,1,12,0,1,3,1,58,40,5,7.5,1,1,0,1,18.6,73,393,16,13,0,0,8,0,42,29,10,20.7,2,2,1,3,3,1
Micah McFadden,81246,LB,NYG,14,0,21,2,5,0,2,2,0,45.7,16,4,12.5,0,0,0,1,11,35,317,8,12.9,0,0,3,1,54.3,19,4,13.2,1,1,0,1,1,0
Elandon Roberts,10848,LB,PIT,18,0,25,2,7,0,2,3,0,73,27,6,13,1,2,1,0,20,43,215,10,12.8,0,0,2,0,27,10,2,10,0,0,0,1,2,1
T.J. Edwards,30737,LB,CHI,17,0,6,2,9,0,1,6,1,47.5,29,9,19,2,2,0,1,12,67,558,14,12.7,0,1,3,0,52.5,32,5,9.4,1,1,0,3,3,0
Ivan Pace Jr.,53587,LB,MIN,12,1,18,4,12,1,1,8,1,51.9,41,11,15.9,2,3,1,2,32.6,79,242,18,12.7,0,3,4,1,48.1,38,7,9.2,0,0,0,2,3,1
Quay Walker,82547,LB,GB,14,0,12,0,11,0,0,3,0,46.2,24,4,10.4,1,1,0,0,14.3,67,467,14,12.7,0,0,3,0,53.8,28,4,8.9,1,1,1,3,3,1
Nakobe Dean,99018,LB,PHI,16,1,24,3,7,0,1,4,0,49.2,30,7,15,2,3,1,0,12.1,63,519,13,12.7,1,2,3,0,50.8,31,6,11.3,1,1,0,3,4,1
Bobby Wagner,7050,LB,WAS,20,0,32,6,17,0,2,10,0,52.7,48,13,14.6,1,0,0,0,15.9,106,668,25,12.7,0,4,4,0,47.3,43,9,11.6,1,2,1,2,2,1
Brandon Jones,43049,S,DEN,17,0,10,0,4,0,0,4,0,100,16,4,12.5,0,0,0,0,2.5,16,637,4,12.5,0,0,0,0,0,0,0,,0,0,0,0,0,0
Mike Hughes,34057,CB,ATL,15,0,2,0,1,0,0,0,0,25,1,0,0,0,0,0,0,0.9,4,427,1,12.5,0,0,1,0,75,3,1,16.7,0,0,0,0,0,0
Sauce Gardner,100903,CB,NYJ,15,0,22,0,1,0,0,1,0,75,3,1,16.7,0,0,0,0,0.9,4,447,1,12.5,0,0,0,0,25,1,0,0,0,0,0,0,0,0
Ja'Quan McMillian,100931,CB,DEN,18,0,10,1,6,0,1,4,1,41.7,15,5,16.7,0,0,0,2,5.7,36,627,8,12.5,0,0,2,1,58.3,21,3,9.5,1,1,1,1,1,1
Cor'Dale Flott,98834,CB,NYG,14,0,21,0,1,0,0,1,0,75,3,1,16.7,0,0,0,0,1.2,4,339,1,12.5,0,0,0,0,25,1,0,0,0,0,0,0,0,0
JD Bertrand,102787,LB,ATL,7,0,2,0,3,0,0,1,0,50,9,1,5.6,0,0,1,0,17.7,20,113,4,12.5,0,0,1,0,50,9,2,16.7,1,1,0,1,1,1
Devin Bush,27375,LB,CLV,15,0,8,1,6,0,0,3,0,56.5,13,3,11.5,0,0,0,0,13.2,28,212,7,12.5,0,0,2,0,43.5,10,2,10,0,0,0,0,0,0
Zyon McCollum,66769,CB,TB,18,0,30,0,1,0,0,1,0,100,4,1,12.5,0,0,0,0,0.6,4,717,1,12.5,0,0,0,0,0,0,0,,0,0,0,0,0,0
Tyrann Mathieu,7850,S,NO,17,0,20,0,2,0,0,2,0,87.5,7,2,14.3,0,0,0,0,1.4,8,588,2,12.5,0,0,0,0,12.5,1,0,0,0,0,0,0,0,0
Quan Martin,83236,S,WAS,19,0,32,1,0,0,1,0,0,75,3,1,16.7,0,0,0,0,0.7,4,607,1,12.5,0,0,0,0,25,1,0,0,0,0,0,0,0,0
Amari Burney,83811,LB,LV,10,0,23,0,2,0,0,1,0,66.7,10,1,5,0,0,0,0,28.1,16,57,3,12.5,0,0,1,0,33.3,5,1,10,0,1,1,1,2,1
Joe Bachie,43250,LB,CIN,8,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,18.2,4,22,1,12.5,0,0,1,0,100,4,1,12.5,0,0,0,0,0,0
Brenden Schooler,28253,S,NE,7,0,19,0,0,0,0,0,0,62.5,5,1,20,1,1,0,0,19.5,8,41,1,12.5,0,0,0,0,37.5,3,0,0,0,0,0,1,1,0
Eric Murray,10740,S,HST,19,0,13,2,1,0,1,0,0,50,9,1,5.6,0,0,0,0,3.7,21,570,4,11.9,0,1,1,0,50,9,3,22.2,1,1,1,1,1,1
Taron Johnson,49511,CB,BUF,15,0,4,0,2,0,0,1,0,41.2,7,1,7.1,0,0,0,0,3.6,17,466,3,11.8,0,0,1,0,58.8,10,2,15,1,1,0,1,1,0
Lavonte David,7060,LB,TB,18,0,30,2,21,0,1,8,0,53.1,69,12,10.9,3,3,0,1,19.5,141,722,28,11.7,0,1,12,1,46.9,61,14,12.3,1,1,1,5,5,1
Harrison Smith,7641,S,MIN,17,0,18,1,9,0,0,5,1,53.8,28,5,8.9,0,0,0,1,8,52,652,11,11.5,0,1,4,0,46.2,24,6,14.6,1,1,0,1,1,0
Jabrill Peppers,11780,S,NE,6,1,19,0,3,1,0,3,1,69.2,9,3,16.7,0,0,0,1,6.4,13,204,3,11.5,0,0,0,0,30.8,4,0,0,0,1,0,0,1,0
Ar'Darius Washington,77848,S,BLT,19,0,3,0,1,0,0,1,1,38.5,5,1,10,0,0,0,1,2.5,13,527,2,11.5,0,0,0,0,61.5,8,1,12.5,1,1,0,1,1,0
Christian Elliss,61853,LB,NE,15,0,19,2,4,0,0,1,0,45,18,2,8.3,1,1,0,0,15.2,44,289,8,11.4,0,1,3,0,55,22,5,13.6,1,0,1,2,1,1
Foyesade Oluokun,24904,LB,JAX,13,0,15,0,3,0,0,0,0,65,13,1,7.7,1,1,0,0,5,22,439,4,11.4,0,0,3,0,35,7,3,21.4,0,0,0,1,1,0
